Workshop,Region/Country,Industry,Organization size,Participant ID,Race,Gender,Orientation,Age,Disability,Years in company,Satisfaction,Staff level,Staff type,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,26,black,female,heterosexual,30+,none,2,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,27,black,female,heterosexual,40+,none,2,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,28,white,female,heterosexual,50+,none,32,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,30,white,female,heterosexual,40+,none,1,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,39,white,female,heterosexual,30+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,40,white,male,heterosexual,30+,invisible,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,41,hispanic,female,heterosexual,30+,invisible,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,42,white,male,heterosexual,40+,invisible,3,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,43,white,female,heterosexual,40+,both,3,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,44,white,female,heterosexual,40+,invisible,14,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,45,white,female,heterosexual,40+,none,13,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,46,black,female,heterosexual,30+,none,2,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,47,hispanic,male,heterosexual,40+,none,6,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,48,asian,female,heterosexual,40+,none,24,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,49,white,female,heterosexual,40+,none,5,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,50,middle-eastern,male,heterosexual,30+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,51,Indian,male,heterosexual,50+,none,15,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,52,white,male,heterosexual,60+,none,2,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,53,white,female,heterosexual,20+,none,6,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,54,black,female,heterosexual,20+,none,1,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,55,black,male,heterosexual,40+,none,9,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,56,white,male,heterosexual,40+,none,17,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,57,white,male,heterosexual,50+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,58,white,male,heterosexual,50+,none,13,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,59,middle-eastern,female,heterosexual,30+,invisible,8,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,60,middle-eastern,male,heterosexual,40+,none,18,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,61,white,female,heterosexual,40+,none,10,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,62,black,male,heterosexual,30+,invisible,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,63,black,female,heterosexual,40+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,64,black,female,heterosexual,40+,none,6,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,65,asian,female,empty,50+,empty,18,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,66,white,female,heterosexual,50+,none,0,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,67,white,female,heterosexual,20+,none,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,68,asian,female,asexual,30+,none,3,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,69,white,female,heterosexual,50+,none,18,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,70,white,male,heterosexual,40+,none,15,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,71,black,female,heterosexual,30+,none,1,skip,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,72,asian,male,gay,20+,none,3,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,73,white,female,heterosexual,40+,none,23,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,74,white,female,heterosexual,40+,none,12,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,75,white,female,heterosexual,50+,none,15,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,76,asian,male,heterosexual,40+,none,4,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,77,black,female,heterosexual,50+,none,11,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,78,black,male,heterosexual,30+,none,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,79,white,female,heterosexual,50+,none,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,80,white,male,heterosexual,60+,invisible,3,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,81,asian,female,heterosexual,20+,none,2,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,82,asian,female,heterosexual,30+,none,4,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,83,white,male,heterosexual,40+,none,2,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,84,white,female,heterosexual,50+,none,10,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,85,hispanic,female,that does not care about sexuali,40+,invisible,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,86,white,female,heterosexual,50+,none,32,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,87,white,female,heterosexual,50+,none,24,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,88,white,female,heterosexual,40+,invisible,3,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,89,black,female,heterosexual,30+,none,15,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,90,white,male,heterosexual,50+,none,19,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,91,white,female,heterosexual,40+,invisible,10,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,92,white,male,heterosexual,50+,none,32,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,93,white,female,heterosexual,30+,none,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,94,white,male,heterosexual,50+,none,19,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,95,white,female,bisexual,40+,invisible,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,96,white,male,heterosexual,20+,invisible,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,97,skip,female,skip,50+,none,0,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,98,white,male,heterosexual,40+,none,16,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,99,white,male,heterosexual,40+,none,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,100,white,male,heterosexual,50+,invisible,21,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,101,white,male,heterosexual,60+,none,22,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,102,black,empty,,50+,none,16,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,103,black,female,heterosexual,40+,invisible,10,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,104,white,female,heterosexual,30+,no,12,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,105,white,female,heterosexual,50+,none,4,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,106,white,male,heterosexual,40+,none,22,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,107,white,female,heterosexual,30+,invisible,8,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,108,asian,female,heterosexual,20+,none,6,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,109,black,female,heterosexual,50+,none,17,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,110,white,empty,empty,40+,none,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,111,black,female,bisexual,60+,invisible,8,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,112,white,male,heterosexual,40+,none,5,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,113,hispanic,female,heterosexual,30+,none,1,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,114,white,male,heterosexual,50+,none,23,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,115,white,female,gay,60+,none,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,116,white,female,,50+,none,10,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,117,white,male,heterosexual,30+,none,13,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,118,hispanic,female,straight,30+,none,7,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,119,Hispanic mixed,female,heterosexual,50+,invisible,18,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,120,white,female,heterosexual,50+,none,22,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,121,black,female,heterosexual,40+,none,20,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,122,white,female,heterosexual,30+,invisible,3,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,123,white,female,bisexual,30+,invisible,0,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,124,white,male,heterosexual,50+,none,5,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,125,white,female,gay,30+,none,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,126,white,female,heterosexual,20+,none,6,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,127,white,female,heterosexual,60+,none,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,128,middle-eastern,female,heterosexual,30+,invisible,5,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,129,black,female,heterosexual,40+,none,13,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,130,white,female,heterosexual,30+,none,10,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,131,white,female,heterosexual,30+,none,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,132,an African,female,gay,50+,invisible,15,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,133,black,male,heterosexual,30+,none,2,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,134,white/caucasian,female,bisexual,30+,none,18,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,135,black,female,heterosexual,50+,invisible,25,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,136,black,female,heterosexual,40+,none,24,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,137,asian,female,heterosexual,30+,none,0,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,138,black,female,heterosexual,50+,none,4,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,139,asian,female,heterosexual,50+,none,15,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,141,black,male,heterosexual,50+,none,15,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,142,white,male,heterosexual,40+,none,16,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,143,white,male,hetero,50+,none,8,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,144,white,male,heterosexual,40+,none,5,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,145,black,female,heterosexual,50+,invisible,33,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,146,white,female,heterosexual,30+,none,9,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,147,white,male,heterosexual,50+,none,10,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,148,black,female,heterosexual,50+,invisible,25,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,149,white,female,heterosexual,50+,none,0,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,150,hispanic,male,heterosexual,40+,none,12,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,151,white,female,heterosexual,50+,none,30,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,152,white,male,heterosexual,40+,none,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,153,black,female,heterosexual,30+,none,3,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,154,black,female,heterosexual,40+,none,8,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,155,white,male,heterosexual,40+,none,20,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,156,white,male,heterosexual,40+,none,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,157,African American,male,heterosexual,50+,none,19,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,158,white,male,heterosexual,60+,invisible,21,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,159,,female,empty,50,none,20,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,160,hispanic,female,,50+,none,2,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,161,black,female,empty,50+,none,16,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,162,white,male,heterosexual,40+,none,24,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,163,white,female,heterosexual,60+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,164,white,male,heterosexual,50+,none,22,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,165,black,female,heterosexual,50+,none,13,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,166,Indian,male,heterosexual,50+,none,15,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,167,white,female,heterosexual,50+,none,30,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,168,white,male,heterosexual,50+,both,20,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,169,black,female,heterosexual,40+,none,7,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,170,white,male,heterosexual,40+,none,17,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,171,hispanic,male,heterosexual,50+,invisible,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,172,white,female,heterosexual,50+,none,0,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,173,black,female,heterosexual,50+,invisible,25,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,174,white,female,heterosexual,40+,none,8,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,175,white,male,heterosexual,50+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,176,hispanic,non-conforming,,30+,none,0,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,177,skip,male,heterosexual,40+,none,19,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,178,black,female,heterosexual,40+,none,15,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,179,black,female,heterosexual,50+,invisible,25,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,180,black,female,asexual,60+,none,0,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,181,asian,female,heterosexual,30+,invisible,0,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,182,white,female,heterosexual,50+,none,27,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,183,white,female,heterosexual,50+,invisible,10,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,184,asian,male,heterosexual,40+,none,4,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,185,white,female,heterosexual,60+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,186,black,female,heterosexual,60+,none,26,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,187,white,female,heterosexual,60+,none,5,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,188,white,female,heterosexual,60+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,189,black,female,heterosexual,50+,none,4,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,190,empty,empty,empty,empty,empty,0,empty,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,191,black,female,heterosexual,40+,none,7,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,192,white,female,heterosexual,60+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,193,black,female,heterosexual,40+,none,15,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,195,black,female,heterosexual,50+,skip,21,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,201,white,female,heterosexual,50+,none,7,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,202,white,female,heterosexual,30+,none,1,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,203,white,female,heterosexual,40+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,204,white,female,heterosexual,40+,none,10,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,205,white,male,asexual,50+,none,7,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,206,white,female,heterosexual,30+,none,10,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,207,black,female,heterosexual,30+,none,0,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,208,hispanic,male,heterosexual,40+,none,10,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,209,hispanic,female,heterosexual,20+,invisible,2,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,210,white,female,heterosexual,40+,none,1,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,211,white,female,heterosexual,30+,none,5,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,212,white,female,heterosexual,30+,invisible,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,213,white,female,heterosexual,40+,none,22,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,214,asian,male,heterosexual,40+,none,8,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,215,hispanic,male,heterosexual,30+,none,2,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,216,white,female,skip,30+,invisible,2,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,217,hispanic,female,bisexual,30+,none,6,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,218,white,female,heterosexual,30+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,219,white,male,heterosexual,30+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,220,white,male,gay,30+,none,18,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,221,asian,male,heterosexual,40+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,222,white,male,heterosexual,40+,none,9,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,223,asian,male,heterosexual,40+,none,10,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,224,black,male,asexual,40+,none,15,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,225,white,female,heterosexual,20+,none,0,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,226,white,female,heterosexual,40+,none,4,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,227,white,female,heterosexual,20+,none,1,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,228,white,male,heterosexual,40+,none,24,-2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,229,asian,female,heterosexual,50+,none,16,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,230,asian,male,heterosexual,40+,none,20,-1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,231,black,female,heterosexual,40+,none,4,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,232,white,male,heterosexual,50+,none,15,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,233,white,male,heterosexual,30+,none,10,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,234,hispanic,male,heterosexual,50+,none,15,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,235,black,female,heterosexual,30+,none,2,1,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,236,white,female,heterosexual,20+,none,1,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,237,white,female,heterosexual,30+,none,6,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,238,white,female,heterosexual,50+,none,3,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,239,white,female,heterosexual,40+,none,8,2,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,240,asian,female,,30+,none,4,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,241,white,male,heterosexual,40+,none,8,0,,,,,,,,,,,,,,,,,,
007,US,Financial Services,3600,242,white,male,heterosexual,40+,none,4,2,,,,,,,,,,,,,,,,,,
